,Цена,Ссылка,Общая площадь,Площадь кухни,Этаж,Санузел,Окна,Ремонт,Тип дома,Пассажирский лифт,Грузовой лифт,Парковка,Город,Этажей в доме,умный_относ_этаж,возраст_дома,период_строительства
6442,5990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_437_m_69_et._7729501108?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,43.7,7.3,6,1,1,0,8348267.076508711,1,0,0,8672125.541738892,9,0.625,44.0,1
6443,5300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_386_m_625_et._4858117958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,38.6,17.5,6,0,0,2,17259665.500506587,2,1,0,8672125.541738892,25,0.20833333333333334,0.0,4
6444,8100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_631_m_310_et._7779155386?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,63.1,9.0,3,1,1,0,8348267.076508711,1,0,0,8672125.541738892,10,0.2222222222222222,36.0,1
6445,7150000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_60_m_35_et._7778230317?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,60.0,6.0,3,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.5,58.0,0
6446,5850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_50_m_23_et._7468719035?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,50.0,8.4,2,1,1,0,9540424.337830925,0,0,0,8672125.541738892,3,0.5,9.0,4
6447,8750000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_366_m_812_et._7537410756?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,36.6,10.0,8,0,1,0,9870197.894296648,1,1,0,8672125.541738892,12,0.6363636363636364,39.0,1
6448,8599000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_81_m_44_et._3720997450?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,81.0,16.0,4,1,1,3,9870197.894296648,0,0,0,8672125.541738892,4,1.1,89.0,2
6449,8100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/4-k._kvartira_78_m_19_et._5153939222?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,78.0,8.5,1,1,1,0,9870197.894296648,1,0,0,8672125.541738892,9,0.0,35.0,1
6450,7200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_658_m_710_et._7759396620?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,65.8,8.2,7,1,1,2,8348267.076508711,1,0,0,8672125.541738892,10,0.6666666666666666,30.0,1
6451,8100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_407_m_1617_et._7770397560?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,40.7,9.7,16,0,1,0,14024004.145800991,1,1,0,8672125.541738892,17,1.125,10.0,3
6452,12600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_55_m_48_et._7704529520?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,55.0,5.2,4,0,1,2,9870197.894296648,1,0,2,8672125.541738892,8,0.42857142857142855,56.0,0
6453,6400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_468_m_69_et._4148754887?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,46.8,6.5,6,1,2,3,9870197.894296648,1,0,0,8672125.541738892,9,0.625,51.0,0
6454,7700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_584_m_59_et._7795931483?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,58.4,9.0,5,1,1,0,8348267.076508711,1,0,0,8672125.541738892,9,0.5,38.0,1
6455,6990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_63_m_19_et._7665375928?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,63.0,7.5,1,1,1,2,8348267.076508711,1,0,0,8672125.541738892,9,0.0,48.0,0
6456,4780000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_297_m_45_et._7650431358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,29.7,5.0,4,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.75,67.0,2
6457,7490000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_39_m_717_et._7724617471?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,39.0,10.3,7,0,1,0,17259665.500506587,2,0,0,8672125.541738892,17,0.375,8.0,4
6458,7650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_428_m_49_et._7777892735?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,42.8,7.0,4,1,1,0,8348267.076508711,1,0,0,8672125.541738892,9,0.375,38.0,1
6459,6670000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_438_m_89_et._7695508290?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,43.8,7.0,8,1,2,3,8348267.076508711,1,0,0,8672125.541738892,9,1.05,51.0,0
6461,15500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_114_m_1517_et._3975456787?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,114.0,25.0,15,2,1,2,17259665.500506587,1,1,2,8672125.541738892,17,1.05,1.0,4
6462,3950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_308_m_35_et._7809782503?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,30.8,5.8,3,0,0,2,9870197.894296648,0,0,0,8672125.541738892,5,0.5,60.0,0
6463,4200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_324_m_49_et._7713199633?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,32.4,5.8,4,0,1,0,8348267.076508711,1,0,0,8672125.541738892,9,0.375,43.0,1
6464,11790000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_728_m_210_et._7317769117?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,72.8,11.1,2,1,0,0,9870197.894296648,1,1,0,8672125.541738892,10,0.1111111111111111,13.0,3
6465,5900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_43_m_19_et._7327845049?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,43.0,7.2,1,1,0,0,8348267.076508711,1,0,0,8672125.541738892,9,0.0,34.0,1
6468,8300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_43_m_1726_et._7719461016?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,43.0,11.7,17,0,1,0,8348267.076508711,1,2,0,8672125.541738892,26,0.64,8.0,4
6469,8800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_496_m_1317_et._7730659831?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,49.6,11.7,13,0,1,0,8348267.076508711,1,1,0,8672125.541738892,17,0.75,8.0,4
6470,16000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_624_m_55_et._7741283256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,62.4,6.0,5,1,1,1,9870197.894296648,0,0,0,8672125.541738892,5,1.1,84.0,2
6472,9800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_722_m_2325_et._7329426243?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,72.2,14.5,23,0,0,1,8348267.076508711,2,2,0,8672125.541738892,25,1.0999999999999999,8.0,4
6473,6900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_52_m_25_et._7760539293?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,52.0,6.0,2,1,0,2,9870197.894296648,0,0,0,8672125.541738892,5,0.25,55.0,0
6474,8900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_49_m_916_et._7750201882?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,49.0,14.0,9,0,0,1,9540424.337830925,1,1,0,8672125.541738892,16,0.5333333333333333,1.0,4
6475,6949000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_297_m_45_et._7766704389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,29.7,9.0,4,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.75,67.0,2
6476,7290000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_34_m_2125_et._7701741566?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,34.0,8.5,21,0,1,0,17259665.500506587,2,2,0,8672125.541738892,25,0.8333333333333334,6.0,4
6478,6800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_30_m_55_et._7660135765?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,30.0,6.0,5,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,1.1,61.0,0
6480,8500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_432_m_312_et._7303245914?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,43.2,7.7,3,1,1,0,9870197.894296648,1,1,0,8672125.541738892,12,0.18181818181818182,46.0,0
6481,8500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_423_m_1217_et._7714129742?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,42.3,9.0,12,0,1,1,17259665.500506587,1,1,0,8672125.541738892,17,0.6875,12.0,3
6482,6100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_412_m_810_et._7375609404?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,41.2,8.6,8,0,1,0,9870197.894296648,1,0,0,8672125.541738892,10,0.9333333333333333,12.0,3
6483,6800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_585_m_99_et._7440971789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,58.5,9.1,9,1,1,1,8348267.076508711,1,0,0,8672125.541738892,9,1.4,38.0,1
6484,3600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_67_m_15_et._7759620061?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,67.0,8.8,1,1,1,0,8348267.076508711,0,0,0,8672125.541738892,5,0.0,37.0,1
6485,5300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_352_m_1010_et._7719134392?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,35.2,8.2,10,0,1,0,8348267.076508711,1,0,0,8672125.541738892,10,1.4,36.0,1
6486,13700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_52_m_910_et._7710370132?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,52.0,18.0,9,0,0,3,9870197.894296648,1,1,2,8672125.541738892,10,1.0666666666666667,19.0,3
6488,4800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_413_m_39_et._7775346088?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,41.3,5.9,3,1,0,2,8348267.076508711,1,0,0,8672125.541738892,9,0.25,38.0,1
6489,6500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_574_m_45_et._7831240893?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,57.4,6.0,4,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.75,52.0,0
6490,7000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_577_m_35_et._7682536916?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,57.7,5.3,3,0,1,0,8348267.076508711,0,0,0,8672125.541738892,5,0.5,60.0,0
6491,5950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_441_m_89_et._7775029984?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,44.1,5.9,8,1,1,0,9870197.894296648,1,0,0,8672125.541738892,9,1.05,53.0,0
6492,8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_53_m_710_et._7778608956?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,53.0,9.1,7,1,1,0,8348267.076508711,1,0,0,8672125.541738892,10,0.6666666666666666,36.0,1
6493,6350000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_287_m_1010_et._7701673174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,28.7,5.0,10,0,0,3,8348267.076508711,1,1,1,8672125.541738892,10,1.4,10.0,3
6494,4430000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_329_m_25_et._7723328276?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,32.9,5.9,2,1,1,0,8348267.076508711,0,0,0,8672125.541738892,5,0.25,54.0,0
6495,6950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_498_m_55_et._7632479117?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,49.8,5.8,5,1,1,1,8348267.076508711,0,0,0,8672125.541738892,5,1.1,54.0,0
6496,3900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_319_m_22_et._7259933513?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,31.9,4.0,2,0,1,0,9870197.894296648,0,0,0,8672125.541738892,2,1.1,67.0,2
6497,7300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_355_m_310_et._7652077292?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,35.5,17.3,3,0,1,3,8348267.076508711,1,0,0,8672125.541738892,10,0.2222222222222222,27.0,1
6498,6350000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_504_m_59_et._7779074222?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,50.4,12.0,5,1,1,0,9870197.894296648,1,0,0,8672125.541738892,9,0.5,28.0,1
6499,16500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_977_m_55_et._7527862746?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,97.7,17.1,5,1,1,2,9540424.337830925,0,0,0,8672125.541738892,5,1.1,1.0,4
6500,11390000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_754_m_39_et._3858641670?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,75.4,9.2,3,1,1,1,8348267.076508711,1,0,0,8672125.541738892,9,0.25,37.0,1
6501,9000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_44_m_19_et._4324003153?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,44.0,6.5,1,0,1,3,8348267.076508711,1,0,0,8672125.541738892,9,0.0,38.0,1
6502,5790000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_562_m_99_et._4435809932?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,56.2,7.0,9,1,0,0,8348267.076508711,1,0,0,8672125.541738892,9,1.4,47.0,0
6503,3200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_312_m_12_et._7270985751?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,31.2,4.7,1,1,1,2,9870197.894296648,0,0,0,8672125.541738892,2,0.0,67.0,2
6504,7200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_44_m_15_et._7768149538?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,44.0,31.0,1,0,1,0,8348267.076508711,0,0,0,8672125.541738892,5,0.0,61.0,0
6505,6090000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_43_m_19_et._2910890727?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,43.0,7.0,1,1,0,1,8348267.076508711,1,0,0,8672125.541738892,9,0.0,38.0,1
6506,6900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_515_m_23_et._7765585181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,51.5,7.8,2,0,1,0,9540424.337830925,0,0,0,8672125.541738892,3,0.5,12.0,3
6507,6600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_32_m_55_et._883575767?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,32.0,6.0,5,0,0,3,9870197.894296648,0,0,0,8672125.541738892,5,1.1,47.0,0
6508,8650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_59_m_45_et._7526479107?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,59.0,5.9,4,1,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.75,54.0,0
6509,12500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_69_m_510_et._7483518607?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,69.0,17.0,5,1,0,0,14024004.145800991,1,1,0,8672125.541738892,10,0.4444444444444444,2.0,4
6510,7200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_475_m_13_et._7817798444?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJValVhQlVscmJzMXVCU2NSIjt9ER44Wj8AAAA,47.5,12.0,1,1,1,3,17259665.500506587,0,0,0,8672125.541738892,3,0.0,10.0,3
