,Цена,Ссылка,Общая площадь,Площадь кухни,Этаж,Санузел,Окна,Ремонт,Тип дома,Пассажирский лифт,Грузовой лифт,Парковка,Город,Этажей в доме,умный_относ_этаж,возраст_дома,период_строительства
2919,15000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54_m_918_et._7512614369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYTJzdVpodGlvY2M2dW95Ijt9DzMiTj8AAAA,54.0,11.0,9,1,1,1,9870197.894296648,2,1,0,11373713.093860017,18,0.47058823529411764,47.0,0
2920,17000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_93_m_15_et._7435388334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYTJzdVpodGlvY2M2dW95Ijt9DzMiTj8AAAA,93.0,11.0,1,2,1,3,9870197.894296648,1,0,0,11373713.093860017,5,0.0,108.0,2
2921,7600000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_392_m_312_et._7709611336?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYTJzdVpodGlvY2M2dW95Ijt9DzMiTj8AAAA,39.2,10.8,3,1,1,2,8348267.076508711,2,1,0,11373713.093860017,12,0.18181818181818182,32.0,1
2922,15300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_552_m_717_et._7738574872?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYTJzdVpodGlvY2M2dW95Ijt9DzMiTj8AAAA,55.2,8.4,7,1,1,1,9870197.894296648,1,1,3,11373713.093860017,17,0.375,14.0,3
2923,7790000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_454_m_22_et._7661727417?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYTJzdVpodGlvY2M2dW95Ijt9DzMiTj8AAAA,45.4,6.2,2,1,1,1,8348267.076508711,0,0,0,11373713.093860017,2,1.1,64.0,0
2924,8050000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_312_m_2024_et._7750348382?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYTJzdVpodGlvY2M2dW95Ijt9DzMiTj8AAAA,31.2,8.0,20,0,1,1,17259665.500506587,1,1,0,11373713.093860017,24,0.8260869565217391,6.0,4
2925,9000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_712_et._7809729374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYTJzdVpodGlvY2M2dW95Ijt9DzMiTj8AAAA,31.0,8.0,7,0,0,1,17259665.500506587,1,1,3,11373713.093860017,12,0.5454545454545454,7.0,4
2926,7250000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_253_m_622_et._7267740963?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,25.3,5.3,6,0,0,0,8348267.076508711,2,1,3,11373713.093860017,22,0.23809523809523808,7.0,4
2927,16000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_527_m_1116_et._7687219837?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,52.7,14.3,11,0,1,1,9870197.894296648,1,1,3,11373713.093860017,16,0.6666666666666666,21.0,3
2928,6400000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_347_m_1212_et._7708014955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,34.7,7.7,12,1,1,0,9870197.894296648,2,0,0,11373713.093860017,12,1.4,25.0,1
2929,5300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_315_m_45_et._7658081474?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,31.5,5.6,4,0,1,0,8348267.076508711,0,0,0,11373713.093860017,5,0.75,56.0,0
2930,18990000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_44_m_714_et._7750927697?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,44.0,16.0,7,0,1,3,14024004.145800991,1,1,3,11373713.093860017,14,0.46153846153846156,7.0,4
2931,13200000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_494_m_46_et._7642648715?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,49.4,8.4,4,1,0,0,9870197.894296648,1,0,0,11373713.093860017,6,0.72,71.0,2
2933,9700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_474_m_1212_et._7808529283?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,47.4,6.3,12,1,0,2,9870197.894296648,2,1,0,11373713.093860017,12,1.4,56.0,0
2935,13500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_82_m_13_et._7721120487?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,82.0,9.0,1,1,1,0,9870197.894296648,0,0,0,11373713.093860017,3,0.0,68.0,2
2936,5250000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_254_m_25_et._7668234944?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,25.4,5.3,2,0,1,1,17259665.500506587,1,0,3,11373713.093860017,5,0.25,3.0,4
2937,5350000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_311_m_25_et._7313772026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,31.1,5.6,2,1,1,0,8348267.076508711,0,0,0,11373713.093860017,5,0.25,57.0,0
2938,20950000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_53_m_34_et._4650261547?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,53.0,25.0,3,0,0,3,14024004.145800991,0,0,3,11373713.093860017,4,0.6666666666666666,11.0,3
2940,7050000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_331_m_717_et._7787054359?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,33.1,8.6,7,1,1,0,8348267.076508711,1,1,0,11373713.093860017,17,0.375,19.0,3
2941,3639961.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_910_et._7758736774?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,23.0,4.8,9,0,1,0,17259665.500506587,1,1,0,11373713.093860017,10,1.0666666666666667,8.0,4
2942,6900000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_323_m_812_et._7459980737?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,32.3,10.0,8,0,0,1,17259665.500506587,1,1,3,11373713.093860017,12,0.6363636363636364,6.0,4
2943,7300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_379_m_912_et._4267289651?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,37.9,21.0,9,0,1,1,9870197.894296648,1,1,1,11373713.093860017,12,0.7272727272727273,7.0,4
2944,7300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_353_m_712_et._7733794775?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,35.3,7.8,7,0,1,1,17259665.500506587,1,1,3,11373713.093860017,12,0.5454545454545454,9.0,4
2945,8772300.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_305_m_79_et._4419114547?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,30.5,8.0,7,1,0,0,8348267.076508711,1,0,0,11373713.093860017,9,0.8999999999999999,53.0,0
2946,8500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_415_m_1217_et._7741623512?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,41.5,13.0,12,0,0,0,8348267.076508711,1,1,1,11373713.093860017,17,0.6875,13.0,3
2947,18555000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_824_m_1220_et._7649891211?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,82.4,14.9,12,1,1,1,17259665.500506587,1,1,3,11373713.093860017,20,0.5789473684210527,1.0,4
2948,10000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_434_m_25_et._7665319289?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,43.4,5.6,2,0,1,3,9870197.894296648,0,0,0,11373713.093860017,5,0.25,64.0,0
2949,10660000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_569_m_310_et._7626029478?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,56.9,6.2,3,1,1,0,8348267.076508711,1,0,0,11373713.093860017,10,0.2222222222222222,37.0,1
2950,9350000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_255_m_26_et._7653170875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,25.5,5.4,2,0,0,3,9870197.894296648,0,0,2,11373713.093860017,6,0.2,165.0,2
2951,4790000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_308_m_55_et._7583915705?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,30.8,5.4,5,0,1,0,9870197.894296648,0,0,0,11373713.093860017,5,1.1,58.0,0
2953,7950000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_487_m_612_et._7698095346?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,48.7,7.5,6,1,0,0,8348267.076508711,1,1,0,11373713.093860017,12,0.45454545454545453,41.0,1
2954,10500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_361_m_713_et._7769114341?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,36.1,10.7,7,0,1,1,9870197.894296648,1,0,0,11373713.093860017,13,0.5,2.0,4
2955,6700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_372_m_216_et._7614589780?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,37.2,7.5,2,1,1,0,9870197.894296648,1,1,0,11373713.093860017,16,0.06666666666666667,30.0,1
2956,12500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55_m_912_et._7698324990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,55.0,10.2,9,1,0,1,8348267.076508711,1,1,0,11373713.093860017,12,0.7272727272727273,39.0,1
2959,9000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_593_m_99_et._7768128900?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,59.3,5.5,9,1,1,2,9870197.894296648,1,0,0,11373713.093860017,9,1.4,62.0,0
2960,11600000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_1822_et._7785806939?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,38.0,10.6,18,1,0,1,17259665.500506587,2,1,0,11373713.093860017,22,0.8095238095238095,7.0,4
2961,7500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_55_m_35_et._7745188394?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,55.0,8.3,3,1,1,2,9870197.894296648,0,0,0,11373713.093860017,5,0.5,66.0,2
2962,5700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_324_m_425_et._7636134796?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,32.4,9.0,4,0,1,0,17259665.500506587,1,1,0,11373713.093860017,25,0.125,8.0,4
2963,8500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_346_m_122_et._7771847464?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,34.6,10.2,1,1,1,1,17259665.500506587,1,1,0,11373713.093860017,22,0.0,11.0,3
2964,10900000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_388_m_1023_et._7610310950?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,38.8,18.0,10,0,0,2,14024004.145800991,1,1,3,11373713.093860017,23,0.4090909090909091,1.0,4
2965,8450000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_244_m_613_et._4466187512?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,24.4,5.1,6,0,0,1,14024004.145800991,1,1,2,11373713.093860017,13,0.4166666666666667,4.0,4
2966,9500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_36_m_1112_et._7724836183?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,36.0,16.0,11,0,1,1,17259665.500506587,2,1,1,11373713.093860017,12,1.0909090909090908,5.0,4
2967,6700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_386_m_29_et._7686673710?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,38.6,9.0,2,1,0,2,8348267.076508711,1,0,0,11373713.093860017,9,0.125,36.0,1
2968,17800000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_707_m_1623_et._4730757340?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,70.7,20.0,16,1,1,1,17259665.500506587,2,1,1,11373713.093860017,23,0.6818181818181818,6.0,4
2969,5500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_49_et._7621318611?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,31.0,9.0,4,0,1,1,14024004.145800991,3,1,0,11373713.093860017,9,0.375,8.0,4
2970,8000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_341_m_315_et._7776667930?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,34.1,10.9,3,0,1,1,14024004.145800991,1,1,1,11373713.093860017,15,0.14285714285714285,4.0,4
2971,10300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_265_m_716_et._4237238112?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,26.5,5.6,7,0,0,3,9870197.894296648,1,1,3,11373713.093860017,16,0.4,11.0,3
2972,13300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_67_m_710_et._7613089514?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,67.0,8.3,7,1,0,0,9540424.337830925,1,0,0,11373713.093860017,10,0.6666666666666666,33.0,1
2973,5350000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_307_m_35_et._7681184379?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,30.7,5.6,3,1,1,2,8348267.076508711,0,0,0,11373713.093860017,5,0.5,59.0,0
2974,7200000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_455_m_99_et._7748772654?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,45.5,6.2,9,1,0,2,8348267.076508711,1,0,0,11373713.093860017,9,1.4,45.0,0
2975,8995000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_365_m_910_et._4723112717?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZQ1ZyaEQzUXRyZjBNTzFCIjt9IPa6mD8AAAA,36.5,10.7,9,0,1,3,9870197.894296648,1,0,2,11373713.093860017,10,1.0666666666666667,58.0,0
2977,15900000.0,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_959_m_112_et._7741571006?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,95.9,15.0,1,1,1,0,8348267.076508711,1,0,0,11373713.093860017,12,0.0,36.0,1
2978,6500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_264_m_816_et._7750145809?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,26.4,5.6,8,0,0,2,14024004.145800991,1,1,3,11373713.093860017,16,0.4666666666666667,9.0,4
2979,11950000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_80_m_1112_et._7517684552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,80.0,15.0,11,1,1,2,8348267.076508711,2,1,0,11373713.093860017,12,1.0909090909090908,39.0,1
2980,4150000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_255_m_1023_et._7699613880?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,25.5,5.4,10,0,0,0,8348267.076508711,2,1,0,11373713.093860017,23,0.4090909090909091,2.0,4
2981,8700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_39_m_512_et._7613295095?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,39.0,10.0,5,1,1,2,8348267.076508711,1,1,0,11373713.093860017,12,0.36363636363636365,30.0,1
2982,5250000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_55_et._7724917516?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,31.0,6.0,5,1,1,0,8348267.076508711,0,0,0,11373713.093860017,5,1.1,54.0,0
2984,7100000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_404_m_420_et._7762080324?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,40.4,10.6,4,1,1,0,17259665.500506587,1,1,0,11373713.093860017,20,0.15789473684210525,15.0,3
2985,6450000.0,https://www.avito.ru/sankt-peterburg_krasnoye_selo/kvartiry/3-k._kvartira_571_m_55_et._7827783508?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,57.1,6.0,5,1,1,0,9870197.894296648,0,0,0,11373713.093860017,5,1.1,61.0,0
2988,5400000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_2024_et._7592747121?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,23.0,4.8,20,0,0,0,8348267.076508711,1,1,3,11373713.093860017,24,0.8260869565217391,6.0,4
2989,12000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_673_m_26_et._7763349022?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,67.3,11.9,2,1,1,2,9870197.894296648,1,0,0,11373713.093860017,6,0.2,55.0,0
