Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Стоимость ремонта,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Запланирован снос
13250000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_593_m_29_et._7809523891?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,3,59.3 м²,6.1 м²,44.7 м²,2 из 9,лоджия,,изолированные,2.6 м,раздельный,"во двор, на улицу",требует ремонта,,"кухня, хранение одежды",,свободная,возможна ипотека,панельный,1972,9,1,нет,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,от 978 000 ₽ за 59.3 м²,,,,,,
16800000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_501_m_322_et._7772630139?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,50.1 м²,8.6 м²,29.5 м²,3 из 22,лоджия,гардеробная,изолированные,2.5 м,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,,панельный,1982,22,2,2,"консьерж, мусоропровод","детская площадка, спортивная площадка",открытая во дворе,от 428 000 ₽ за 50.1 м²,,,,,,
11900000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_425_m_414_et._7682458435?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,42.5 м²,9.9 м²,19.9 м²,4 из 14,лоджия,,,2.6 м,совмещенный,во двор,евро,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,блочный,1973,14,2,нет,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,,,,,,,
9000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_494_m_35_et._3223641010?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,49.4 м²,15 м²,30 м²,3 из 5,балкон,гардеробная,смежные,,раздельный,"во двор, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",альтернативная,возможна ипотека,монолитный,2014,5,1,нет,,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,,
13400000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_542_m_1017_et._7779437134?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,54.2 м²,9.2 м²,32.6 м²,10 из 17,балкон,,изолированные,2.6 м,раздельный,во двор,косметический,,"кухня, хранение одежды",,свободная,возможна ипотека,панельный,1992,17,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 463 000 ₽ за 54.2 м²,,,,,,
14499000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_381_m_917_et._7738263525?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,38.1 м²,8.5 м²,19 м²,9 из 17,лоджия,,,2.7 м,совмещенный,на улицу,дизайнерский,есть,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,,17,1,1,мусоропровод,"детская площадка, спортивная площадка",,,,,,,,
27900000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_745_m_1117_et._7609035469?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,3,74.5 м²,10.5 м²,45.7 м²,11 из 17,лоджия,,"изолированные, смежные",2.7 м,совмещенный,во двор,евро,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,панельный,2003,17,1,1,мусоропровод,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",,,,,,,
12900000.0,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_493_m_1031_et._7765040213?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,49.3 м²,19.4 м²,22.4 м²,10 из 31,,,изолированные,,совмещенный,во двор,евро,,кухня,"холодильник, посудомоечная машина",свободная,,монолитный,2024,31,2,2,,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",,,,,,,
13800000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_311_m_39_et._3472475599?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,31.1 м²,5 м²,,3 из 9,балкон,,,2.7 м,совмещенный,"во двор, на улицу",косметический,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,кирпичный,,9,1,,,детская площадка,за шлагбаумом во дворе,от 266 000 ₽ за 31.1 м²,,,,,,
19300000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_54_m_621_et._7533857830?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,54 м²,16 м²,23.6 м²,6 из 21,,,изолированные,,раздельный,,требует ремонта,,,,свободная,,монолитный,,21,,,,,,,,,,,,
22000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_717_m_419_et._7760527669?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,3,71.7 м²,7.1 м²,49 м²,4 из 19,лоджия,,изолированные,,совмещенный,во двор,косметический,,кухня,,свободная,возможна ипотека,панельный,1970,19,2,1,"консьерж, мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,от 613 000 ₽ за 71.7 м²,,,,,,
23350000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_62_m_922_et._7724043927?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,62 м²,16.6 м²,28.4 м²,9 из 22,лоджия,гардеробная,изолированные,2.9 м,раздельный,"во двор, на улицу, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитный,2024,22,1,1,консьерж,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,,,,,,
8200000.0,https://www.avito.ru/moskva_zelenograd/kvartiry/1-k._kvartira_327_m_39_et._7801271665?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,32.7 м²,7 м²,19 м²,3 из 9,,,,,совмещенный,,косметический,,"кухня, спальные места",,свободная,,панельный,,9,,,,детская площадка,открытая во дворе,от 279 000 ₽ за 32.7 м²,,,,,,
12200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_442_m_89_et._7748656044?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,44.2 м²,6 м²,28.7 м²,8 из 9,балкон,,"изолированные, смежные",,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,панельный,1974,9,1,нет,мусоропровод,детская площадка,открытая во дворе,от 729 000 ₽ за 44.2 м²,,,,,,
9500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_69_et._7724458886?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,33 м²,6 м²,18 м²,6 из 9,,гардеробная,,2.6 м,совмещенный,во двор,требует ремонта,,кухня,"кондиционер, холодильник",свободная,,блочный,1971,9,1,нет,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,от 545 000 ₽ за 33 м²,,,,,,
26000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_69_m_1328_et._4020164979?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,69 м²,25.6 м²,29.5 м²,13 из 28,,,изолированные,3.2 м,раздельный,"на улицу, на солнечную сторону",требует ремонта,,,,свободная,,монолитный,,28,2,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,от 1 139 000 ₽ за 69 м²,,,,,,
14850000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_513_m_1316_et._7770499103?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,51.3 м²,10 м²,31 м²,13 из 16,балкон,,изолированные,,раздельный,на улицу,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1974,16,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 438 000 ₽ за 51.3 м²,,,,,,
12800000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_427_m_49_et._7742851661?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,42.7 м²,6 м²,29 м²,4 из 9,балкон,,изолированные,,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1974,9,1,нет,мусоропровод,детская площадка,открытая во дворе,от 365 000 ₽ за 42.7 м²,,,,,,
1200000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_220_et._7766219642?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,студия,10 м²,,,2 из 20,,,,,совмещенный,во двор,требует ремонта,,,,свободная,,монолитный,2023,20,1,1,,"детская площадка, спортивная площадка","подземная, открытая во дворе",,,,,,,
22150000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_472_m_38_et._7729451485?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,47.2 м²,7.3 м²,30.3 м²,3 из 8,балкон,,изолированные,2.7 м,раздельный,во двор,косметический,,"кухня, спальные места","кондиционер, стиральная машина",альтернативная,возможна ипотека,кирпичный,1962,8,1,нет,"мусоропровод, газ","детская площадка, спортивная площадка",за шлагбаумом во дворе,от 403 000 ₽ за 47.2 м²,,,,,,
15800000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_44_m_714_et._7785905637?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,44 м²,8 м²,30 м²,7 из 14,лоджия,,изолированные,2.5 м,совмещенный,"на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,блочный,,14,2,,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,,,,,,,
25500000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_50_m_4752_et._7678646956?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,50 м²,8.5 м²,22.4 м²,47 из 52,,гардеробная,,,совмещенный,"на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,монолитный,2020,52,3,2,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
10400000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_357_m_1316_et._7742403558?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,35.7 м²,9.2 м²,15 м²,13 из 16,лоджия,,,2.7 м,раздельный,во двор,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,2001,16,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,
7100000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_234_m_215_et._7668484362?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,студия,23.4 м²,,20.4 м²,2 из 15,,,,3.3 м,совмещенный,во двор,евро,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,панельный,1987,15,,3,мусоропровод,,открытая во дворе,,,,,,,да
12500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_608_m_310_et._7533402390?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,60.8 м²,14 м²,,3 из 10,балкон,,изолированные,,раздельный,"во двор, на улицу",евро,,,,свободная,,панельный,2008,10,1,1,,,,,,,,,,
11000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_1516_et._7778725616?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,35 м²,11 м²,17 м²,15 из 16,лоджия,,,,совмещенный,,косметический,,,,свободная,возможна ипотека,панельный,,16,1,,,,,от 299 000 ₽ за 35 м²,,,,,,
4350000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_168_m_38_et._2742299750?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,студия,16.8 м²,,10.5 м²,3 из 8,,,,2.8 м,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,кирпичный,1987,8,,1,,закрытая территория,открытая во дворе,,,,,,,
11600000.0,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_63_m_1819_et._7429002890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,63 м²,11.3 м²,34.3 м²,18 из 19,балкон,гардеробная,изолированные,3 м,раздельный,во двор,евро,есть,кухня,водонагреватель,свободная,возможна ипотека,монолитный,2017,19,1,1,"консьерж, мусоропровод",,"подземная, открытая во дворе",,,,,,,
12700000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_456_m_49_et._7772829140?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,45.6 м²,6.1 м²,30.6 м²,4 из 9,лоджия,,изолированные,,раздельный,,требует ремонта,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,,9,1,,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,от 752 000 ₽ за 45.6 м²,,,,,,
5800000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_202_m_66_et._7744279807?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,студия,20.2 м²,,12 м²,6 из 6,,,,2.7 м,совмещенный,на улицу,дизайнерский,,,,свободная,,кирпичный,1951,6,нет,нет,,,,,,,,,,
7100000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_393_m_112_et._7696728679?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,39.3 м²,8.9 м²,20.7 м²,1 из 12,,,,,раздельный,на улицу,требует ремонта,,,,свободная,,панельный,1976,12,2,нет,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 648 000 ₽ за 39.3 м²,,,,,,
15100000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_353_m_417_et._2026435884?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,35.3 м²,8.3 м²,17 м²,4 из 17,балкон,,,2.7 м,раздельный,во двор,евро,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2020,17,1,1,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",,,,,,,
10850000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_549_m_215_et._7566394389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,54.9 м²,9 м²,,2 из 15,лоджия,,изолированные,2.7 м,раздельный,"во двор, на улицу",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,,15,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 469 000 ₽ за 54.9 м²,,,,,,
17000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_509_m_417_et._7770159245?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,50.9 м²,8 м²,,4 из 17,лоджия,,изолированные,2.7 м,раздельный,во двор,евро,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,возможна ипотека,панельный,,17,1,1,мусоропровод,"детская площадка, спортивная площадка",,,,,,,,
26258200.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_696_m_1114_et._7602059829?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,69.6 м²,12.2 м²,36.8 м²,11 из 14,,,изолированные,,раздельный,во двор,дизайнерский,есть,"кухня, хранение одежды",кондиционер,свободная,возможна ипотека,монолитно-кирпичный,2005,14,1,1,"консьерж, мусоропровод",закрытая территория,"подземная, за шлагбаумом во дворе",,,,,,,да
15500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_54_m_416_et._7759103926?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,2,54 м²,9 м²,31 м²,4 из 16,балкон,,изолированные,,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1999,16,1,1,"консьерж, мусоропровод","детская площадка, спортивная площадка",открытая во дворе,,,,,,,
12600000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_367_m_422_et._7741012362?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,36.7 м²,10 м²,18.4 м²,4 из 22,балкон,,,,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,2000,22,2,1,мусоропровод,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",от 314 000 ₽ за 36.7 м²,,,,,,
14000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_30_m_59_et._7705444077?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,30 м²,6 м²,16 м²,5 из 9,балкон,,,2.7 м,совмещенный,"на улицу, на солнечную сторону",дизайнерский,,"кухня, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",альтернативная,,кирпичный,1969,9,1,нет,"мусоропровод, газ",закрытая территория,за шлагбаумом во дворе,,,,,,,
11600000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_312_et._7742079681?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,36 м²,10 м²,18 м²,3 из 12,балкон,гардеробная,,,совмещенный,во двор,косметический,,"кухня, хранение одежды",,свободная,возможна ипотека,блочный,,12,1,,мусоропровод,,,от 308 000 ₽ за 36 м²,,,,,,
13500000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_491_m_49_et._7748575973?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,3,49.1 м²,6 м²,33.8 м²,4 из 9,балкон,,"изолированные, смежные",,совмещенный,на улицу,евро,,,,альтернативная,возможна ипотека,панельный,1971,9,1,нет,"мусоропровод, газ",,,,,,,,,
13000000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_33_m_57_et._7379224979?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,студия,33 м²,,33 м²,5 из 7,,панорамные окна,,4 м,совмещенный,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,,блочный,,7,2,нет,консьерж,,открытая во дворе,,,,,,,
16600000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_65_m_312_et._7759271029?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,3,65 м²,7.1 м²,44 м²,3 из 12,"балкон, лоджия",гардеробная,изолированные,2.6 м,совмещенный,"во двор, на улицу, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1974,12,2,нет,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,,,,,,,
11000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_1322_et._7808953265?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,1,38 м²,10 м²,20.1 м²,13 из 22,лоджия,,,2.7 м,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,2000,22,1,1,"консьерж, мусоропровод","детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",от 325 000 ₽ за 38 м²,,,,,,
19700000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_42_m_34_et._7554059396?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4OHVrU2dFVzRlZzZTb3laIjt9Lh45Dz8AAAA,3,42 м²,6 м²,30 м²,3 из 4,,,изолированные,3.1 м,раздельный,"во двор, на улицу, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","холодильник, водонагреватель",свободная,возможна ипотека,кирпичный,1914,4,нет,нет,газ,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,,,,,,,
