Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Стоимость ремонта,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Запланирован снос
30900000.0,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_82_m_1039_et._7784991495?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,4,82 м²,18 м²,,10 из 39,,,изолированные,,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2022,39,2,2,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
66000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_1028_m_524_et._7772495172?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,102.8 м²,28.5 м²,41.4 м²,5 из 24,,,изолированные,,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,,24,1,1,мусоропровод,,,,,,,,,
44600000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_98_m_1519_et._7691725334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,98 м²,21 м²,,15 из 19,лоджия,"гардеробная, панорамные окна",изолированные,3.4 м,"совмещенный, раздельный","во двор, на улицу",требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,19,2,1,консьерж,закрытая территория,подземная,от 1 617 000 ₽ за 98 м²,,,,,,
32000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_83_m_4351_et._7831181448?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,83 м²,29 м²,42 м²,43 из 51,,,изолированные,3 м,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,51,2,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
4050000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_112_et._7758549870?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,14 м²,,,1 из 12,,,,2.6 м,совмещенный,во двор,требует ремонта,,,,свободная,,панельный,1978,12,2,1,мусоропровод,детская площадка,открытая во дворе,от 231 000 ₽ за 14 м²,,,,,,
12800000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_51_m_1717_et._7719878043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,2,51 м²,8.5 м²,31 м²,17 из 17,балкон,,изолированные,2.6 м,раздельный,на улицу,евро,,,,свободная,возможна ипотека,монолитный,1989,17,2,1,,,открытая во дворе,,,,,,,
4300000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_133_m_15_et._7766931823?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,13.3 м²,,,1 из 5,,,,3 м,совмещенный,во двор,требует ремонта,,,,свободная,,кирпичный,1930,5,нет,нет,мусоропровод,"закрытая территория, детская площадка",за шлагбаумом во дворе,,,,,,,
3750000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_172_m_112_et._7831425567?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,17.2 м²,,,1 из 12,,,,2.6 м,совмещенный,во двор,требует ремонта,,,,свободная,,панельный,1979,12,2,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 284 000 ₽ за 17.2 м²,,,,,,
36800000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_98_m_821_et._7402193672?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,98 м²,16 м²,,8 из 21,,"гардеробная, панорамные окна",изолированные,3.1 м,"совмещенный, раздельный",на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитный,2021,21,2,2,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
108870000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_117_m_57_et._7778148896?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,117 м²,14.2 м²,,5 из 7,,,изолированные,3.4 м,совмещенный,во двор,требует ремонта,,,,свободная,,монолитный,2019,7,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,от 1 931 000 ₽ за 117 м²,,,,,,
18500000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_562_m_39_et._7772751622?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,56.2 м²,8.2 м²,37 м²,3 из 9,лоджия,,изолированные,,раздельный,во двор,дизайнерский,,,,альтернативная,возможна ипотека,панельный,1967,9,1,нет,мусоропровод,,открытая во дворе,,,,,,,
203000000.0,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_173_m_45_et._7729609349?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,4,173 м²,22 м²,109 м²,4 из 5,,,изолированные,3.3 м,"совмещенный, раздельный","во двор, на улицу",дизайнерский,,"кухня, хранение одежды, спальные места",,свободная,,монолитный,,5,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
57690000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_86_m_824_et._7495663854?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,86 м²,13.3 м²,51.8 м²,8 из 24,,,изолированные,3.2 м,раздельный,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,монолитно-кирпичный,2020,24,1,нет,,,наземная многоуровневая,,,,,,,
2504000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_137_m_25_et._7613065172?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,13.7 м²,,7.1 м²,2 из 5,,,,2.9 м,совмещенный,на улицу,косметический,,,,свободная,,кирпичный,1957,5,нет,нет,,,открытая во дворе,,,,,,,
4500000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_172_m_112_et._7765986097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,17.2 м²,,,1 из 12,лоджия,,,,совмещенный,во двор,требует ремонта,,,,свободная,,панельный,1978,12,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,
5500000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_115_m_35_et._7667888076?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,11.5 м²,,8 м²,3 из 5,,,,3.5 м,совмещенный,на улицу,евро,,,,свободная,возможна ипотека,кирпичный,1970,5,1,,,,открытая во дворе,,,,,,,
18200000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_2125_et._7787240170?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,1,36 м²,10 м²,,21 из 25,,,,2.9 м,совмещенный,,евро,,,,свободная,возможна ипотека,панельный,2015,25,,,,,открытая во дворе,,,,,,,
2749000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_148_m_34_et._7697667917?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,14.8 м²,,7.4 м²,3 из 4,,,,2.9 м,совмещенный,во двор,косметический,,,,свободная,,кирпичный,1960,4,нет,нет,,детская площадка,открытая во дворе,,,,,,,
6500000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_24_m_112_et._7737974476?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,24 м²,,,1 из 12,,,,2.7 м,совмещенный,,косметический,,,,свободная,,панельный,1980,12,2,1,,"детская площадка, спортивная площадка",открытая во дворе,от 205 000 ₽ за 24 м²,,,,,,
42800000.0,https://www.avito.ru/moskva/kvartiry/5-k._kvartira_131_m_2433_et._7466224105?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,5,131 м²,9 м²,,24 из 33,,"гардеробная, панорамные окна",изолированные,3.1 м,"совмещенный, раздельный","во двор, на улицу",требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,33,2,2,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
18200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_53_m_218_et._7479390760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,2,53 м²,8 м²,26.6 м²,2 из 18,,,изолированные,,раздельный,во двор,косметический,,,,альтернативная,возможна ипотека,монолитный,2016,18,,,,,,от 453 000 ₽ за 53 м²,,,,,,
16000000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_28_m_1020_et._7599287694?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,28 м²,,18 м²,10 из 20,,,,3.2 м,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,монолитный,,20,1,1,,,,,,,,,,
21150000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_31_m_1017_et._7659302503?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,31 м²,,,10 из 17,,"гардеробная, панорамные окна",,3.2 м,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2024,17,1,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,от 512 000 ₽ за 31 м²,,,,,,
23000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_463_m_99_et._7776988926?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,1,46.3 м²,15.6 м²,16.4 м²,9 из 9,,,,,совмещенный,на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитный,,9,,,,,,,,,,,,
17900000.0,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_367_m_910_et._7787569686?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,2,36.7 м²,8 м²,,9 из 10,,,изолированные,3 м,раздельный,,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2016,10,1,1,,,,,,,,,,
4300000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_192_m_110_et._7770429907?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,19.2 м²,,,1 из 10,,,,2.7 м,совмещенный,на солнечную сторону,требует ремонта,,,,свободная,,панельный,1998,10,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 317 000 ₽ за 19.2 м²,,,,,,
16150000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_627_m_1212_et._7420328220?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,62.7 м²,8.5 м²,44 м²,12 из 12,балкон,,изолированные,,раздельный,на улицу,косметический,,,,альтернативная,возможна ипотека,панельный,1980,12,1,,,,,от 536 000 ₽ за 62.7 м²,,,,,,
10000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_612_et._7463971515?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,1,35 м²,9.5 м²,20 м²,6 из 12,лоджия,,,,совмещенный,во двор,косметический,,,,альтернативная,возможна ипотека,панельный,1969,12,2,нет,мусоропровод,,,,,,,,,
11000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_387_m_212_et._4446783449?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,1,38.7 м²,8.3 м²,20.6 м²,2 из 12,,,,,раздельный,,косметический,,"кухня, хранение одежды",плита,альтернативная,возможна ипотека,панельный,,12,1,1,мусоропровод,"детская площадка, спортивная площадка",,от 331 000 ₽ за 38.7 м²,,,,,,
2871000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_188_m_44_et._7729768541?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,18.8 м²,,7.7 м²,4 из 4,балкон,,,3 м,совмещенный,на солнечную сторону,косметический,,,,свободная,,кирпичный,1960,4,нет,нет,,закрытая территория,открытая во дворе,,,,,,,
5650000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_183_m_516_et._7742503684?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,18.3 м²,,11 м²,5 из 16,,,,,совмещенный,,косметический,,"кухня, хранение одежды, спальные места","холодильник, плита, стиральная машина",свободная,возможна ипотека,блочный,,16,4,2,,"детская площадка, спортивная площадка",,от 156 000 ₽ за 18.3 м²,,,,,,
21300000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_453_m_624_et._7677550633?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,2,45.3 м²,13 м²,25 м²,6 из 24,лоджия,,изолированные,,совмещенный,"во двор, на улицу",евро,,,,свободная,возможна ипотека,монолитный,2020,24,4,2,,,подземная,,,,,,,
3450000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_112_m_14_et._7768270048?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,студия,11.2 м²,,11.2 м²,1 из 4,,,,3 м,совмещенный,,требует ремонта,,,,свободная,,кирпичный,1895,4,,,,,,,,,,,,
48350000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_97_m_1416_et._7778526000?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,97 м²,21 м²,,14 из 16,лоджия,,изолированные,,раздельный,на улицу,дизайнерский,,,,свободная,возможна ипотека,монолитно-кирпичный,2016,16,2,2,консьерж,закрытая территория,подземная,,,,,,,
30500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_70_m_314_et._7785443434?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,2,70 м²,17 м²,,3 из 14,,,изолированные,,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2019,14,1,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
85000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_596_m_2267_et._7729858798?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,2,59.6 м²,10 м²,,22 из 67,,панорамные окна,изолированные,,совмещенный,"во двор, на улицу",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,,монолитный,2023,67,3,3,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
